scene_id,method,class_id,class_label,object_id,predicted_room_id,rank,score,p_det,p_view,p_mem,p_sem_q
00847-bCPU9suPUw9,belief,3,air hockey,0_2_83,0_2,5,0.00031767835398744396,0.9350158504838758,0.9279844625512839,0.9972530960468791,0.0003671322641092429
00847-bCPU9suPUw9,belief,4,air purifier,1_4_128,1_4,1,0.037096483645692506,0.958572108334252,0.9467406144540962,0.999380188669392,0.04090215711234558
00847-bCPU9suPUw9,belief,4,air purifier,0_0_47,0_0,2,0.02578916977391781,0.9574161092083963,0.900891200723434,0.9980569326734499,0.02995773466691588
00847-bCPU9suPUw9,belief,4,air purifier,0_0_144,0_0,3,0.024657808081200435,0.970693068552973,0.9374255582487766,0.9979363697463682,0.02715394279382971
00847-bCPU9suPUw9,belief,4,air purifier,0_0_133,0_0,4,0.01756961352063458,0.9739733717502285,0.9213976511405337,0.9878747257834515,0.019818288657254993
00847-bCPU9suPUw9,belief,4,air purifier,1_4_344,1_4,5,0.011494170452626089,0.9906168899021831,0.940895210350209,0.9992666084815178,0.012340969296506599
00847-bCPU9suPUw9,belief,5,aisle frame,0_0_53,0_0,1,0.012167490037075786,0.9866948408645649,0.9125387360182983,0.9946969080348678,0.01358551371434121
00847-bCPU9suPUw9,belief,5,aisle frame,1_4_146,1_4,2,0.010193767491263215,0.9905888945453584,0.9655791021876752,0.9995212200382172,0.010662557647288544
00847-bCPU9suPUw9,belief,5,aisle frame,1_2_13,1_2,3,0.008912082575257198,0.9838160208694432,0.9261763521023154,0.9539003722450231,0.010253416640982872
00847-bCPU9suPUw9,belief,5,aisle frame,0_0_54,0_0,4,0.007587684027182605,0.9874737851160892,0.9203272212984026,0.995833001708239,0.008384069696982153
00847-bCPU9suPUw9,belief,5,aisle frame,1_4_310,1_4,5,0.007192940289196245,0.9390962214381605,0.9357169046396638,0.9965389449730107,0.008214055081227968
00847-bCPU9suPUw9,belief,6,alarm,0_2_331,0_2,1,0.010983889312256776,0.9873634126687806,0.9364228893735442,0.9985445713396038,0.011897059726370517
00847-bCPU9suPUw9,belief,6,alarm,0_2_364,0_2,2,0.008448895229396505,0.9912697009710005,0.9287316002590609,0.995172893744787,0.00922187713713931
00847-bCPU9suPUw9,belief,6,alarm,1_4_148,1_4,3,0.007892383803024336,0.99217376965109,0.9704388242885794,0.9806729473606345,0.00835849519679614
00847-bCPU9suPUw9,belief,6,alarm,1_4_278,1_4,4,0.005756377950150745,0.978543883044493,0.9386913383932867,0.9973038564044621,0.0062837469230679135
00847-bCPU9suPUw9,belief,6,alarm,1_1_63,1_1,5,0.004630659408926668,0.9856976173159323,0.9396008577223043,0.9901913249850547,0.005049363202188472
00847-bCPU9suPUw9,belief,7,album,0_1_21,0_1,1,0.23016015286130379,0.9668342461107468,0.921719750376947,0.9942681034561754,0.2597620550134901
00847-bCPU9suPUw9,belief,7,album,0_2_263,0_2,2,0.18952963372359752,0.9666385543566175,0.9414456342630766,0.9733096724486212,0.2139768181374594
00847-bCPU9suPUw9,belief,7,album,1_4_282,1_4,3,0.17164651199310693,0.9820655992587496,0.885348459329415,0.9859951518664664,0.2002190833734324
00847-bCPU9suPUw9,belief,7,album,1_4_305,1_4,4,0.16770234228150782,0.9803690094225991,0.9173311822905326,0.9881609252321623,0.1887103504050146
00847-bCPU9suPUw9,belief,7,album,1_4_17,1_4,5,0.16399622783990764,0.9867112216490664,0.8706470537714086,0.9978228086465357,0.19131465090733554
00847-bCPU9suPUw9,belief,8,amplifier,1_3_49,1_3,1,0.020677858766864805,0.9683928929761182,0.9201044686745878,0.9928466458756158,0.0233740871128669
00847-bCPU9suPUw9,belief,8,amplifier,1_4_155,1_4,2,0.0019821103240560516,0.9677963261750706,0.9163951762858948,0.999760931001942,0.002235449681944889
00847-bCPU9suPUw9,belief,8,amplifier,0_2_271,0_2,3,0.0012098591588427339,0.962668301979982,0.9645721560036902,0.9957172578114508,0.0013085411635850612
00847-bCPU9suPUw9,belief,8,amplifier,1_3_72,1_3,4,0.001126070284603746,0.9841260009409399,0.920416770886517,0.9964739217335177,0.001247568300565242
00847-bCPU9suPUw9,belief,8,amplifier,1_4_237,1_4,5,0.0009832754172979048,0.963559720480698,0.9475630106305433,0.9655640888196348,0.0011153401605997928
00847-bCPU9suPUw9,belief,9,appliance,0_0_252,0_0,1,0.9096510819878411,0.9893650021812366,0.9650443422163804,0.9999891740656398,0.9527429188415523
00847-bCPU9suPUw9,belief,9,appliance,0_0_270,0_0,2,0.8865944544076158,0.9740052421887716,0.9553678490457821,0.9999770499018337,0.9528028806639285
00847-bCPU9suPUw9,belief,9,appliance,0_0_204,0_0,3,0.8722866583891661,0.9707802230705043,0.9371162811379442,0.9999856822686527,0.9588508215930357
00847-bCPU9suPUw9,belief,9,appliance,0_0_210,0_0,4,0.8636945267739872,0.9696383620800098,0.9276823197056314,0.999984413940854,0.9601915231061148
00847-bCPU9suPUw9,belief,9,appliance,0_0_166,0_0,5,0.8613213289217784,0.9750912189894068,0.9690180537759154,0.9999743524693931,0.9115893160694674
00847-bCPU9suPUw9,belief,10,apron,0_0_151,0_0,1,0.005592230188280178,0.9749382848567221,0.9239947360119743,0.9947546375803588,0.006240543933756515
00847-bCPU9suPUw9,belief,10,apron,0_0_283,0_0,2,0.0034017667557415736,0.9718712608397111,0.9176857720767853,0.9965496429550549,0.003827391222334491
00847-bCPU9suPUw9,belief,10,apron,0_0_256,0_0,3,0.0022983118802432866,0.9791173779964447,0.9159653553856921,0.9970928739794201,0.0025701563477138483
00847-bCPU9suPUw9,belief,10,apron,0_0_257,0_0,4,0.0017275981668426978,0.9813748399416605,0.95938786654052,0.9972264438161749,0.0018400084060195968
00847-bCPU9suPUw9,belief,10,apron,0_0_205,0_0,5,0.0015341125550211324,0.9789207304452919,0.9416084567305552,0.9843866999205924,0.0016907274780536055
00847-bCPU9suPUw9,belief,11,aquarium,0_0_244,0_0,1,0.0005442721703667871,0.9715390748033921,0.9448291453079254,0.993442282800629,0.0005968427657364433
00847-bCPU9suPUw9,belief,11,aquarium,0_0_121,0_0,2,0.00029542526313763146,0.980537410238765,0.9074141339458586,0.9749621184654413,0.00034055729041215685
00847-bCPU9suPUw9,belief,11,aquarium,1_4_241,1_4,3,0.0002084921755014127,0.9584791129543668,0.952463328879928,0.9233552421498867,0.0002473375330797332
00847-bCPU9suPUw9,belief,11,aquarium,0_0_212,0_0,4,0.00015029513819915603,0.9801583785470427,0.9270530865768214,0.9723155331951806,0.00017011274295576442
00847-bCPU9suPUw9,belief,11,aquarium,0_0_240,0_0,5,0.0001371327318684463,0.9714243010032002,0.9515231931813748,0.9798090267585658,0.0001514158537086877
00847-bCPU9suPUw9,belief,12,arcade game,0_0_121,0_0,1,0.00011369557692221736,0.980537410238765,0.9074141339458586,0.9749621184654413,0.00013106481550441627
00847-bCPU9suPUw9,belief,12,arcade game,1_4_40,1_4,2,0.00010603225492039651,0.9063135648389717,0.9195469443544857,0.9818555645026293,0.00012958000903487508
00847-bCPU9suPUw9,belief,12,arcade game,0_2_136,0_2,3,7.884883040532344e-05,0.9841152340640581,0.9277847367971246,0.9791478550795489,8.81969974675172e-05
00847-bCPU9suPUw9,belief,12,arcade game,1_4_155,1_4,4,7.118214840593424e-05,0.9677963261750706,0.9163951762858948,0.999760931001942,8.028014842714667e-05
00847-bCPU9suPUw9,belief,12,arcade game,1_4_328,1_4,5,6.915059190473653e-05,0.9604532926292239,0.9485197742122746,0.9225041364003069,8.228201919834671e-05
00847-bCPU9suPUw9,belief,13,artwork,0_2_338,0_2,1,0.7331973457379389,0.8096549255980385,0.9896423681867994,0.9863440250793714,0.9277142420222048
00847-bCPU9suPUw9,belief,13,artwork,0_0_126,0_0,2,0.1995621370790362,0.9829451528124721,0.9622482357207982,0.9810596467802857,0.21506330949656152
00847-bCPU9suPUw9,belief,13,artwork,0_0_124,0_0,3,0.18484587937252797,0.9762646087626297,0.8973885654837033,0.9810596456555989,0.21506328957352241
00847-bCPU9suPUw9,belief,13,artwork,0_0_122,0_0,4,0.08926508872063582,0.9868125643995859,0.939876458575045,0.98246829951637,0.09796200210810542
00847-bCPU9suPUw9,belief,13,artwork,0_2_187,0_2,5,0.08757209873723926,0.9371803566560442,0.9040747988065558,0.9976796384730838,0.10359698318083559
00847-bCPU9suPUw9,belief,14,ashtray,0_0_20,0_0,1,0.01425753712884515,0.9558162924507192,0.9292816973908237,0.8341524826375847,0.019243198149508346
00847-bCPU9suPUw9,belief,14,ashtray,0_0_4,0_0,2,0.011546718181054778,0.9776704441239437,0.9238391988199979,0.9962689395356504,0.012831963149122792
00847-bCPU9suPUw9,belief,14,ashtray,0_0_208,0_0,3,0.007925682335709932,0.9456783402323937,0.9345773540972708,0.5252727287116182,0.017072342414737245
00847-bCPU9suPUw9,belief,14,ashtray,0_0_211,0_0,4,0.007920824846780965,0.8926172025421795,0.9326931510284149,0.9725942458414373,0.009782158018913608
00847-bCPU9suPUw9,belief,14,ashtray,1_4_328,1_4,5,0.0037928758174748537,0.9604532926292239,0.9485197742122746,0.9225041364003069,0.00451312811986262
00847-bCPU9suPUw9,belief,15,audio player,0_0_121,0_0,1,0.0001848674255317972,0.980537410238765,0.9074141339458586,0.9749621184654413,0.00021310956570173034
00847-bCPU9suPUw9,belief,15,audio player,1_1_11,1_1,2,0.00012048478172108181,0.982985536318247,0.9292621414017141,0.989335145769878,0.00013332248070483443
00847-bCPU9suPUw9,belief,15,audio player,1_3_49,1_3,3,9.192939722060236e-05,0.9683928929761182,0.9201044686745878,0.9928466458756158,0.0001039162595650856
00847-bCPU9suPUw9,belief,15,audio player,1_4_328,1_4,4,7.072272691864499e-05,0.9604532926292239,0.9485197742122746,0.9225041364003069,8.415269651048044e-05
00847-bCPU9suPUw9,belief,15,audio player,1_1_12,1_1,5,6.938378831865258e-05,0.9894747713504456,0.9397623336545973,0.9806563237277454,7.608839364759749e-05
00847-bCPU9suPUw9,belief,16,axe,1_2_6,1_2,1,0.1728698388774394,0.9714544889254447,0.9279938424436841,0.9858602980949762,0.19450747491860507
00847-bCPU9suPUw9,belief,16,axe,1_2_58,1_2,2,0.143122799433564,0.9293061801383182,0.9452391704188443,0.9323275257666694,0.17475909225528308
00847-bCPU9suPUw9,belief,16,axe,1_2_21,1_2,3,0.1050748323466779,0.9708024788809548,0.9630360197883844,0.9913519018174298,0.1133698191906684
00847-bCPU9suPUw9,belief,16,axe,0_2_223,0_2,4,0.08883013192981963,0.9901965769985998,0.9174174062216531,0.9808145287494577,0.09969767265696658
00847-bCPU9suPUw9,belief,16,axe,0_0_97,0_0,5,0.0699261018309508,0.9935984202372122,0.9307273273458063,0.9321404593735364,0.08111937606283301
00847-bCPU9suPUw9,belief,17,baby changing table,1_3_101,1_3,1,0.07953540780958557,0.9893706900232927,0.9196818511375601,0.9977036786950922,0.08761173524901066
00847-bCPU9suPUw9,belief,17,baby changing table,0_2_37,0_2,2,0.012048680305051107,0.9884835295758005,0.9566629402657467,0.9987264294217421,0.01275746984938449
00847-bCPU9suPUw9,belief,17,baby changing table,1_1_59,1_1,3,0.00751777312489785,0.9655507200291046,0.9326566021066128,0.9979259770108478,0.00836554089134768
00847-bCPU9suPUw9,belief,17,baby changing table,1_3_57,1_3,4,0.007498499734781477,0.9451796220556087,0.9346289387145241,0.9977655825491838,0.008507310574254327
00847-bCPU9suPUw9,belief,17,baby changing table,1_1_60,1_1,5,0.00728020338930727,0.8893756882356225,0.9379361937960633,0.9978754446208856,0.008745982985770819
00847-bCPU9suPUw9,belief,18,backrest,0_1_58,0_1,1,0.21778656726110893,0.9509849632752544,0.8970625175923091,0.9831554584350312,0.25966447307388957
00847-bCPU9suPUw9,belief,18,backrest,1_3_29,1_3,2,0.1716482524229909,0.963099699797448,0.8931299065471393,0.9925305491475604,0.20105256764706694
00847-bCPU9suPUw9,belief,18,backrest,1_3_34,1_3,3,0.15932892551387287,0.9756157395504041,0.9407904630419404,0.997704253818282,0.17398872239303623
00847-bCPU9suPUw9,belief,18,backrest,1_3_15,1_3,4,0.08655003741254853,0.8449524367204703,0.9087559006545167,0.9925362732441313,0.11356417910038753
00847-bCPU9suPUw9,belief,18,backrest,1_3_64,1_3,5,0.08586666661376552,0.9761914731259796,0.958321398354016,0.9882616292272491,0.09287663554349702
00847-bCPU9suPUw9,belief,19,backsplash,0_0_126,0_0,1,0.022100472777344855,0.9829451528124721,0.9622482357207982,0.9810596467802857,0.02381714731313001
00847-bCPU9suPUw9,belief,19,backsplash,0_1_49,0_1,2,0.020886376718747605,0.9679494798183441,0.9522228297239309,0.9999995707789281,0.022660631735616513
00847-bCPU9suPUw9,belief,19,backsplash,0_0_124,0_0,3,0.02047072121480518,0.9762646087626297,0.8973885654837033,0.9810596456555989,0.023817142472112907
00847-bCPU9suPUw9,belief,19,backsplash,0_1_54,0_1,4,0.01650090321536971,0.9685596441182659,0.9316450784584414,0.9999994762886704,0.018286520640004543
00847-bCPU9suPUw9,belief,19,backsplash,0_0_260,0_0,5,0.015519455008434225,0.9770527382691702,0.9192028147077451,0.9994897512581242,0.01728895600748922
00847-bCPU9suPUw9,belief,20,bag,1_3_49,1_3,1,0.1179980718065552,0.9683928929761182,0.9201044686745878,0.9928466458756158,0.1333840820102927
00847-bCPU9suPUw9,belief,20,bag,0_2_64,0_2,2,0.1125139514799589,0.9469693373111846,0.9219938431991817,0.9554580748397383,0.13487479710837869
00847-bCPU9suPUw9,belief,20,bag,0_2_195,0_2,3,0.09218186907915525,0.9456759470027117,0.9107264797062872,0.9580455287824602,0.11171951823111752
00847-bCPU9suPUw9,belief,20,bag,0_2_69,0_2,4,0.07356561881767526,0.9825165914289137,0.9095021173536175,0.969029112025432,0.08495607910651115
00847-bCPU9suPUw9,belief,20,bag,0_2_25,0_2,5,0.07095314811361757,0.8582849444062622,0.9539204953906208,0.9928654294655455,0.08728459593875447
00847-bCPU9suPUw9,belief,21,ball,0_2_292,0_2,1,0.12002500047145007,0.9842554975406272,0.9291218997752065,0.4643038225405581,0.2826759831230101
00847-bCPU9suPUw9,belief,21,ball,1_4_126,1_4,2,0.026456195357216356,0.9827955028400963,0.9232371952679889,0.947146773874221,0.030784609643212977
00847-bCPU9suPUw9,belief,21,ball,1_4_241,1_4,3,0.022336692301210874,0.9584791129543668,0.952463328879928,0.9233552421498867,0.02649836790112602
00847-bCPU9suPUw9,belief,21,ball,0_2_290,0_2,4,0.014753221887532473,0.9692813413091799,0.9535778116099691,0.9901195467961315,0.01612104722151675
00847-bCPU9suPUw9,belief,21,ball,0_2_300,0_2,5,0.014063578165566243,0.964014837880345,0.9155089710672812,0.9895199735393286,0.016103673015126684
00847-bCPU9suPUw9,belief,22,ball pool,0_0_121,0_0,1,4.099244297300791e-05,0.980537410238765,0.9074141339458586,0.9749621184654413,4.725484597354384e-05
00847-bCPU9suPUw9,belief,22,ball pool,0_2_292,0_2,2,2.12713123216577e-05,0.9842554975406272,0.9291218997752065,0.4643038225405581,5.009697229096412e-05
00847-bCPU9suPUw9,belief,22,ball pool,0_2_290,0_2,3,1.5983102198472913e-05,0.9692813413091799,0.9535778116099691,0.9901195467961315,1.7464954248783772e-05
00847-bCPU9suPUw9,belief,22,ball pool,0_2_300,0_2,4,1.4377813703566593e-05,0.964014837880345,0.9155089710672812,0.9895199735393286,1.6463492279763047e-05
00847-bCPU9suPUw9,belief,22,ball pool,1_1_72,1_1,5,1.4049967323618452e-05,0.9962260723114014,0.93748408002247,0.9945068197205462,1.5126753980458589e-05
00847-bCPU9suPUw9,belief,23,bar,0_1_21,0_1,1,0.020182538079311644,0.9668342461107468,0.921719750376947,0.9942681034561754,0.022778302419834046
00847-bCPU9suPUw9,belief,23,bar,0_1_23,0_1,2,0.01460213959494496,0.9776777075165078,0.9431075102464561,0.9836684123055457,0.01609944313393609
00847-bCPU9suPUw9,belief,23,bar,0_1_3,0_1,3,0.014521000011997746,0.9866744390811721,0.9478143073203493,0.9840177354875044,0.01577961715602632
00847-bCPU9suPUw9,belief,23,bar,0_0_235,0_0,4,0.014365222968981508,0.9671138260334371,0.9000684254092766,0.9898343528303527,0.016672346596842347
00847-bCPU9suPUw9,belief,23,bar,1_4_17,1_4,5,0.014011036496776399,0.9867112216490664,0.8706470537714086,0.9978228086465357,0.01634498909845306
00847-bCPU9suPUw9,belief,24,barbecue,0_0_20,0_0,1,0.0002592583324124597,0.9558162924507192,0.9292816973908237,0.8341524826375847,0.0003499173396806834
00847-bCPU9suPUw9,belief,24,barbecue,0_2_98,0_2,2,0.00018868542697689374,0.9495780360135,0.9386331792097166,0.9988527177627043,0.00021193873646684912
00847-bCPU9suPUw9,belief,24,barbecue,0_0_121,0_0,3,0.00013807309716371818,0.980537410238765,0.9074141339458586,0.9749621184654413,0.00015916648207226614
00847-bCPU9suPUw9,belief,24,barbecue,0_1_9,0_1,4,8.137482201167059e-05,0.9864604532511158,0.9353844965161752,0.9941106263218981,8.871263698186108e-05
00847-bCPU9suPUw9,belief,24,barbecue,0_2_132,0_2,5,7.838297180255139e-05,0.783320874937119,0.9932097766195169,0.9988327411875426,0.00010086680607339674
00847-bCPU9suPUw9,belief,25,barrel,0_0_97,0_0,1,0.06628911066422209,0.9935984202372122,0.9307273273458063,0.9321404593735364,0.07690020115581023
00847-bCPU9suPUw9,belief,25,barrel,0_0_211,0_0,2,0.04297614914315778,0.8926172025421795,0.9326931510284149,0.9725942458414373,0.05307521503061882
00847-bCPU9suPUw9,belief,25,barrel,0_0_212,0_0,3,0.030931255128922856,0.9801583785470427,0.9270530865768214,0.9723155331951806,0.03500978618532034
00847-bCPU9suPUw9,belief,25,barrel,1_2_67,1_2,4,0.03090184995467817,0.9697050783369277,0.9365615710026757,0.737039973898197,0.046165488226406474
00847-bCPU9suPUw9,belief,25,barrel,1_4_328,1_4,5,0.024652994359155772,0.9604532926292239,0.9485197742122746,0.9225041364003069,0.02933450169090808
00847-bCPU9suPUw9,belief,26,base,0_0_121,0_0,1,0.08782606421588408,0.980537410238765,0.9074141339458586,0.9749621184654413,0.10124322523829427
00847-bCPU9suPUw9,belief,26,base,0_2_263,0_2,2,0.08762582115376222,0.9666385543566175,0.9414456342630766,0.9733096724486212,0.09892856345888484
00847-bCPU9suPUw9,belief,26,base,0_0_20,0_0,3,0.07619548848508453,0.9558162924507192,0.9292816973908237,0.8341524826375847,0.10283998349551049
00847-bCPU9suPUw9,belief,26,base,0_1_21,0_1,4,0.0688097229026839,0.9668342461107468,0.921719750376947,0.9942681034561754,0.07765964179247432
00847-bCPU9suPUw9,belief,26,base,1_2_58,1_2,5,0.0668213641675514,0.9293061801383182,0.9452391704188443,0.9323275257666694,0.08159175890492283
00847-bCPU9suPUw9,belief,27,baseball bat,1_2_21,1_2,1,0.006116931374952288,0.9708024788809548,0.9630360197883844,0.9913519018174298,0.006599824034855982
00847-bCPU9suPUw9,belief,27,baseball bat,1_2_3,1_2,2,0.00440361892652234,0.9836414567758642,0.9310703182825264,0.9909829822238319,0.004852038371982697
00847-bCPU9suPUw9,belief,27,baseball bat,1_3_74,1_3,3,0.0037998745804491453,0.9836616745701543,0.9554656975714891,0.9910197190723364,0.004079680152585582
00847-bCPU9suPUw9,belief,27,baseball bat,0_2_172,0_2,4,0.0034084136561303565,0.9729394952168455,0.9375111085948395,0.9696488976026109,0.0038536789687677138
00847-bCPU9suPUw9,belief,27,baseball bat,1_2_53,1_2,5,0.0031533008156878228,0.97994567326137,0.9144022822944775,0.9850746894626197,0.003572374178940057
00847-bCPU9suPUw9,belief,28,basket,1_4_327,1_4,1,0.20641549518156735,0.985690957548284,0.909577245928382,0.9991908181450124,0.23041646065372315
00847-bCPU9suPUw9,belief,28,basket,0_0_212,0_0,2,0.005667357774423344,0.9801583785470427,0.9270530865768214,0.9723155331951806,0.006414643799331129
00847-bCPU9suPUw9,belief,28,basket,0_2_30,0_2,3,0.005536300004065526,0.9504582919290898,0.9635658303955671,0.8741924031768115,0.006915094716935712
00847-bCPU9suPUw9,belief,28,basket,0_0_4,0_0,4,0.004586089172322592,0.9776704441239437,0.9238391988199979,0.9962689395356504,0.005096558722147561
00847-bCPU9suPUw9,belief,28,basket,0_0_211,0_0,5,0.003535808601871367,0.8926172025421795,0.9326931510284149,0.9725942458414373,0.0043666965419890905
00847-bCPU9suPUw9,belief,29,basketball hoop,1_1_72,1_1,1,0.00036963819012190204,0.9962260723114014,0.93748408002247,0.9945068197205462,0.0003979671863262359
00847-bCPU9suPUw9,belief,29,basketball hoop,0_2_136,0_2,2,0.00029564187742271925,0.9841152340640581,0.9277847367971246,0.9791478550795489,0.0003306926149735656
00847-bCPU9suPUw9,belief,29,basketball hoop,0_2_334,0_2,3,0.00029138030876779306,0.9779093171374452,0.8756535143380724,0.9947132530964056,0.00034208293989577846
00847-bCPU9suPUw9,belief,29,basketball hoop,1_1_2,1_1,4,0.000291049513998622,0.875927279208128,0.9699338647558149,0.9987597075304229,0.0003430012401413198
00847-bCPU9suPUw9,belief,29,basketball hoop,0_2_248,0_2,5,0.00027316703856329594,0.9815044747856067,0.9472520410410628,0.9975525169414278,0.00029453349580869123
00847-bCPU9suPUw9,belief,30,basketballs,0_0_121,0_0,1,2.3744838549419638e-05,0.980537410238765,0.9074141339458586,0.9749621184654413,2.737233028678792e-05
00847-bCPU9suPUw9,belief,30,basketballs,1_2_13,1_2,2,1.5578449832829198e-05,0.9838160208694432,0.9261763521023154,0.9539003722450231,1.7923121269108973e-05
00847-bCPU9suPUw9,belief,30,basketballs,0_2_292,0_2,3,1.0755889255180512e-05,0.9842554975406272,0.9291218997752065,0.4643038225405581,2.5331652219352326e-05
00847-bCPU9suPUw9,belief,30,basketballs,1_4_126,1_4,4,7.27398510047864e-06,0.9827955028400963,0.9232371952679889,0.947146773874221,8.464058752412509e-06
00847-bCPU9suPUw9,belief,30,basketballs,0_2_136,0_2,5,5.098706964446663e-06,0.9841152340640581,0.9277847367971246,0.9791478550795489,5.7031999449994875e-06
00847-bCPU9suPUw9,belief,31,bathroom accessory,1_4_155,1_4,1,0.5337216033778968,0.9677963261750706,0.9163951762858948,0.999760931001942,0.6019381333309154
00847-bCPU9suPUw9,belief,31,bathroom accessory,1_0_9,1_0,2,0.44441635081717024,0.9879213317992196,0.950492526594505,0.9970204793865409,0.47469524379061057
00847-bCPU9suPUw9,belief,31,bathroom accessory,1_4_147,1_4,3,0.34175329807544497,0.9719609419504801,0.9487145779318946,0.9995510289508289,0.37078602454165904
00847-bCPU9suPUw9,belief,31,bathroom accessory,1_0_13,1_0,4,0.2925837338408925,0.9718846951660357,0.9767092601715524,0.9911530218160428,0.3109778238606222
00847-bCPU9suPUw9,belief,31,bathroom accessory,1_0_14,1_0,5,0.2737949585225001,0.9469521219796478,0.9380528288204386,0.9911530222829298,0.31097782263365337
00847-bCPU9suPUw9,belief,32,bathtub,1_4_97,1_4,1,0.8483065211879225,0.9753737484601999,0.9404408792579793,0.9994068018229625,0.9253540779147198
00847-bCPU9suPUw9,belief,32,bathtub,1_0_9,1_0,2,0.13251336387730456,0.9879213317992196,0.950492526594505,0.9970204793865409,0.14154173998231
00847-bCPU9suPUw9,belief,32,bathtub,1_0_13,1_0,3,0.11326964482612316,0.9718846951660357,0.9767092601715524,0.9911530218160428,0.12039065601865764
00847-bCPU9suPUw9,belief,32,bathtub,1_0_14,1_0,4,0.10599583239541986,0.9469521219796478,0.9380528288204386,0.9911530222829298,0.12039065052346656
00847-bCPU9suPUw9,belief,32,bathtub,1_4_328,1_4,5,0.034975226670095366,0.9604532926292239,0.9485197742122746,0.9225041364003069,0.04161688559802762
00847-bCPU9suPUw9,belief,33,bed,1_4_61,1_4,1,0.5003285840973161,0.9708508071895477,0.9382309946363239,0.9982408008713185,0.5502470546175744
00847-bCPU9suPUw9,belief,33,bed,1_3_36,1_3,2,0.48090713974111404,0.9816951924047467,0.9290829198868937,0.9993081014948726,0.5276314524651027
00847-bCPU9suPUw9,belief,33,bed,1_4_217,1_4,3,0.4656000967118668,0.9204200777848942,0.9372274113761248,0.998893892637585,0.5403344259394579
00847-bCPU9suPUw9,belief,33,bed,1_3_62,1_3,4,0.4613845584242107,0.9710893167480736,0.9388428061605337,0.9984719336286829,0.5068449627547031
00847-bCPU9suPUw9,belief,33,bed,1_4_211,1_4,5,0.44189764720290775,0.9321787601289072,0.9518077837373738,0.9991617070737536,0.4984681943850233
00847-bCPU9suPUw9,belief,34,bed ladder,1_4_240,1_4,1,0.17811826238027967,0.9562195722056306,0.9694927488841755,0.9967391732522055,0.19276346700369917
