scene_id,gt_object_id,gt_category,class_id,gt_room_id,predicted_room_id,gt_x,gt_y,gt_z,observed_in_walk,assigned
00829-QaLdnwvtxbs,44,sign,417,0,0_3,2.2800715271193255,1.2655190839201842,-0.8134786326039424,1,1
00829-QaLdnwvtxbs,50,mirror,302,1,0_2,2.6110322973785474,1.3322205622625725,-3.086754774716303,1,1
00829-QaLdnwvtxbs,51,cabinet,64,1,0_1,3.0719907806643683,0.42184251147738705,-3.0959617973210887,1,1
00829-QaLdnwvtxbs,56,hanger,245,1,0_2,2.960372307025743,1.6103081674969584,-3.792790006530787,1,1
00829-QaLdnwvtxbs,57,shelf,405,1,0_2,2.855707216085307,1.825709938956811,-4.29421869066598,1,1
00829-QaLdnwvtxbs,59,hanger,245,1,0_2,2.8856863348510333,1.606419623493158,-4.802545022235424,1,1
00829-QaLdnwvtxbs,63,artwork,13,1,0_1,3.890451737016027,1.6102619129262161,-5.077820086374455,1,1
00829-QaLdnwvtxbs,64,artwork,13,1,0_1,4.454759810360252,1.6305193941870746,-5.090149695439105,1,1
00829-QaLdnwvtxbs,65,artwork,13,1,0_1,5.0297338627965225,1.6246987203137704,-5.092486994645233,1,1
00829-QaLdnwvtxbs,66,cabinet,64,1,0_1,4.5298907512103535,0.7071854165652716,-4.677951029935323,1,1
00829-QaLdnwvtxbs,67,document,151,1,0_1,3.8803854847060113,1.091671940847647,-4.957834228449341,1,1
00829-QaLdnwvtxbs,68,document,151,1,0_1,5.088526411818917,1.103386100864323,-4.949132737841179,1,1
00829-QaLdnwvtxbs,69,unknown,516,1,0_1,4.470938952260021,1.0945555341227966,-4.965184520024566,1,1
00829-QaLdnwvtxbs,75,shelf,405,1,0_1,6.086875922320007,1.8135004624645283,-4.3439491072847805,1,1
00829-QaLdnwvtxbs,76,clothes,109,1,0_1,6.054563831917161,0.7964342427071596,-4.531453516138179,1,1
00829-QaLdnwvtxbs,80,light,282,1,0_1,6.015406998317441,1.2727480201656227,-3.5455865644822304,1,1
00829-QaLdnwvtxbs,82,mirror,302,1,0_1,6.335854117372777,1.476920806064325,-3.2054478730506886,1,1
00829-QaLdnwvtxbs,83,table,464,1,0_1,5.979947912474685,0.7865799400937582,-3.116280152247695,1,1
00829-QaLdnwvtxbs,84,chair,97,1,0_1,5.76588618941948,0.4995206850482979,-3.196808129773797,1,1
00829-QaLdnwvtxbs,85,light,282,1,0_1,6.016920676128354,1.2776289653517503,-2.695917230570763,1,1
00829-QaLdnwvtxbs,86,footstool,203,1,0_1,4.43990572018639,0.32701435968822445,-3.5295510875052605,1,1
00829-QaLdnwvtxbs,87,light,282,1,0_1,4.4620531779811685,2.2127173199585273,-3.660952189265599,1,1
00829-QaLdnwvtxbs,88,light,282,1,0_1,5.026419298239499,2.2877618691306196,-4.83916922348845,1,1
00829-QaLdnwvtxbs,89,light,282,1,0_1,3.9181034276667734,2.2922729388129444,-4.837261317122408,1,1
00829-QaLdnwvtxbs,95,artwork,13,2,0_2,2.404584451749664,1.4140703668480645,-3.247941314303687,1,1
00829-QaLdnwvtxbs,96,unknown,516,2,0_2,2.3114233008222596,0.36450309522482677,-3.902089088227786,1,1
00829-QaLdnwvtxbs,97,hanger,245,2,0_2,2.4899123345144507,1.5479582072462543,-4.1993390353894915,1,1
00829-QaLdnwvtxbs,99,bathtub,32,2,0_2,1.5348807722440085,0.33656490553002866,-4.485354037561785,1,1
00829-QaLdnwvtxbs,100,bathroom accessory,31,2,,0.750445024150544,0.6406041045379492,-5.088909276529428,1,0
00829-QaLdnwvtxbs,101,rug,383,2,0_2,1.5683993721829583,0.015065728140107917,-3.91527297650106,1,1
00829-QaLdnwvtxbs,107,mirror,302,2,,-1.0260919711801462,1.5496862742589117,-3.472068403959114,1,0
00829-QaLdnwvtxbs,108,sink,420,2,0_2,-0.7072099406984965,0.5708822179483372,-3.537729853887567,1,1
00829-QaLdnwvtxbs,109,sink,420,2,0_2,-0.8452904358864672,0.8160569028057925,-4.021296092237957,1,1
00829-QaLdnwvtxbs,110,sink,420,2,0_2,-0.8385372765767505,0.8084778350256003,-3.029226670372928,1,1
00829-QaLdnwvtxbs,111,faucet,181,2,,-1.0544698834119128,0.8964688076042835,-2.9800162636966503,1,0
00829-QaLdnwvtxbs,112,faucet,181,2,,-1.0803068070110433,0.9061143685800905,-4.04297725110925,1,0
00829-QaLdnwvtxbs,113,soap,429,2,,-0.980687615828434,0.9154211752876898,-3.692359153107909,1,0
00829-QaLdnwvtxbs,114,cosmetics,124,2,,-0.9078891313066874,0.9643111941824554,-3.481458376822862,1,0
00829-QaLdnwvtxbs,115,towel,493,2,0_2,-0.8208309975414118,1.1304596444219583,-4.366736748992605,1,1
00829-QaLdnwvtxbs,116,towel bar,494,2,,-0.9832019805908203,1.1721656322479248,-4.443387031555176,0,0
00829-QaLdnwvtxbs,117,toilet paper,487,2,0_2,-0.65320688852258,0.3323256081270405,-4.279887816065573,1,1
00829-QaLdnwvtxbs,118,towel,493,2,0_2,-0.679469305756084,0.38548085314109903,-2.811169314541213,1,1
00829-QaLdnwvtxbs,119,towel,493,2,0_2,-0.6622290231187988,0.3419527436825244,-3.103785084915003,1,1
00829-QaLdnwvtxbs,120,towel,493,2,0_2,-0.673356722744203,0.2816738936983533,-3.335956192303311,1,1
00829-QaLdnwvtxbs,121,bag,20,2,0_2,-0.7408294548103194,0.2858102622994376,-3.8626546493914766,1,1
00829-QaLdnwvtxbs,124,towel,493,2,0_2,-0.7724367816416305,1.1141258857344956,-2.670906372333783,1,1
00829-QaLdnwvtxbs,125,towel bar,494,2,0_2,-0.8100909701292265,1.1682645457273846,-2.5867230967838593,1,1
00829-QaLdnwvtxbs,126,hanger,245,2,0_2,-0.40016585420938766,1.5464182099221373,-2.583664205054631,1,1
00829-QaLdnwvtxbs,127,rug,383,2,0_2,0.24010455781665574,0.01102448948518521,-2.9034163414983425,1,1
00829-QaLdnwvtxbs,129,light,282,3,0_2,0.024210074132967854,2.2949532105993766,-1.8700265790283273,1,1
00829-QaLdnwvtxbs,135,shelf,405,3,0_2,0.6455962011928792,1.4561227717631013,-1.3843684368343583,1,1
00829-QaLdnwvtxbs,136,cosmetics,124,3,0_2,0.649240280600969,1.6085353810714624,-1.3690586303758425,1,1
00829-QaLdnwvtxbs,137,faucet,181,3,0_2,0.735109474201543,1.1628980883361748,-1.874846076030811,1,1
00829-QaLdnwvtxbs,138,shower,412,3,0_2,0.6948859691619873,2.2823119163513184,-1.818054437637329,0,1
00829-QaLdnwvtxbs,139,shower,412,3,0_2,0.22310045236487755,0.8029853152212637,-2.530382277017884,1,1
00829-QaLdnwvtxbs,141,light,282,2,0_2,0.8457544986969656,2.2895862728637186,-3.4893361742541296,1,1
00829-QaLdnwvtxbs,143,sprinkler,438,2,0_2,0.7873522979674915,2.276976910316957,-3.4810458651067493,1,1
00829-QaLdnwvtxbs,148,sign,417,4,0_2,0.7006068397222052,1.261897441128993,-1.1461132910497764,1,1
00829-QaLdnwvtxbs,150,artwork,13,4,0_2,-0.3068350321812117,1.7785129676022233,-1.1260413816238515,1,1
00829-QaLdnwvtxbs,151,artwork,13,4,,-1.0724821927291106,1.7863019929217199,-1.1262086109903025,1,0
00829-QaLdnwvtxbs,152,artwork,13,4,0_2,-0.3158142035641225,1.2064858911374738,-1.1266019677981638,1,1
00829-QaLdnwvtxbs,153,artwork,13,4,,-1.068678897367893,1.2058838196615456,-1.1262356251633114,1,0
00829-QaLdnwvtxbs,154,unknown,516,4,,-1.9987704717752814,2.103988155044542,-1.1354454949901558,1,0
00829-QaLdnwvtxbs,155,smoke detector,427,4,,-2.014573447656554,2.32532493585144,-1.1194591368138909,1,0
00829-QaLdnwvtxbs,156,switch,463,4,,-2.0119208045730104,1.5190808691616027,-1.1319578289767065,1,0
00829-QaLdnwvtxbs,159,artwork,13,4,0_3,2.092792513587878,1.4515770308907496,1.2831573289822353,1,1
00829-QaLdnwvtxbs,161,curtain,133,4,0_3,0.11438507347824989,1.16912748711142,3.659682617528481,1,1
00829-QaLdnwvtxbs,166,curtain,133,4,0_3,-4.746042129681015,1.4198967447785653,3.4973204404949123,1,1
00829-QaLdnwvtxbs,167,chair,97,4,0_3,-0.49837298798506025,0.5734351621918032,0.9210636525533198,1,1
00829-QaLdnwvtxbs,168,chair,97,4,0_3,0.09809128520025336,0.5862419371383032,0.8510750718891037,1,1
00829-QaLdnwvtxbs,169,chair,97,4,0_3,0.6460619546307343,0.5820880616046419,0.8471771780517459,1,1
00829-QaLdnwvtxbs,170,chair,97,4,0_3,1.3039441960376992,0.5427177193099173,1.4018362481460833,1,1
00829-QaLdnwvtxbs,171,chair,97,4,0_3,0.5708319023745771,0.6075459086973402,1.9393381270669376,1,1
00829-QaLdnwvtxbs,172,chair,97,4,0_3,0.03703774439580281,0.6679587962465433,2.003364982430669,1,1
00829-QaLdnwvtxbs,173,chair,97,4,0_3,-0.511294650337051,0.6316813793937257,1.9761299175955294,1,1
00829-QaLdnwvtxbs,174,chair,97,4,0_3,-1.2282081359303616,0.5392017805219966,1.3440086795982051,1,1
00829-QaLdnwvtxbs,175,table,464,4,0_3,0.09840848891536501,0.7634362115233678,1.3439122286544694,1,1
00829-QaLdnwvtxbs,176,snack,428,4,0_3,0.0716463987758909,0.8460436772318434,1.341887136975364,1,1
00829-QaLdnwvtxbs,177,light,282,4,0_3,0.08204776897042547,1.7989942300654511,1.0698079322475567,1,1
00829-QaLdnwvtxbs,178,light,282,4,0_3,0.0,0.0,0.0,0,1
00829-QaLdnwvtxbs,179,desk,142,4,0_3,-2.325707024541237,0.5040484156831806,1.3918128366934344,1,1
00829-QaLdnwvtxbs,180,light,282,4,0_3,-2.3468342899386543,1.2596551799166302,0.6960071512782406,1,1
00829-QaLdnwvtxbs,181,light,282,4,0_3,-2.403212883911811,1.2626326610107703,2.1384848610604736,1,1
00829-QaLdnwvtxbs,182,decoration,139,4,0_3,-2.345445012187934,0.8073194081477123,1.1749085851838965,1,1
00829-QaLdnwvtxbs,183,decoration,139,4,0_3,-2.3434201260235272,0.8076900895323272,1.4030742489227896,1,1
00829-QaLdnwvtxbs,184,decoration,139,4,0_3,-2.3327684478416275,0.801733994471636,1.6439084003339006,1,1
00829-QaLdnwvtxbs,185,sofa,431,4,0_3,-3.576530298843121,0.566731692455108,2.000187797714338,1,1
00829-QaLdnwvtxbs,186,bin,42,4,0_3,-2.1603117725397225,0.20603585976810082,0.681408584473743,1,1
00829-QaLdnwvtxbs,187,table,464,4,0_3,-2.9723938789118898,0.48790403987944625,0.15974032256599408,1,1
00829-QaLdnwvtxbs,188,table,464,4,0_3,-4.4613944234427185,0.2999929474919991,1.1771559241960552,1,1
00829-QaLdnwvtxbs,189,remote control,375,4,0_3,-4.431581577294993,0.45935530720776285,1.3099312420175147,1,1
00829-QaLdnwvtxbs,190,footstool,203,4,0_3,-4.123423317801238,0.3383117806589816,0.2809447926217514,1,1
00829-QaLdnwvtxbs,191,footstool,203,4,0_3,-4.71310505150658,0.3587751661331171,0.2933396910429901,1,1
00829-QaLdnwvtxbs,195,light,282,4,0_3,-5.85154930856159,1.1202735347956874,3.0120959245980323,1,1
00829-QaLdnwvtxbs,196,tv,510,4,0_3,-6.228505841056718,1.151335961227114,1.218815309441922,1,1
00829-QaLdnwvtxbs,197,tv stand,511,4,0_3,-6.111289054770027,0.44175485516391827,1.1494946717071224,1,1
00829-QaLdnwvtxbs,198,sculpture,394,4,0_3,-6.448408584633949,0.8118983088167879,2.148968114629706,1,1
00829-QaLdnwvtxbs,203,cabinet,64,5,0_3,-3.213437980670067,0.6159104992925594,-1.740721120584121,1,1
00829-QaLdnwvtxbs,204,sink,420,5,0_3,-2.67105001249884,0.79145813471789,-1.9891552507536838,1,1
00829-QaLdnwvtxbs,205,faucet,181,5,0_4,-2.6750588062158163,1.0024226308707356,-2.20794616208537,1,1
00829-QaLdnwvtxbs,206,kitchen utensil,272,5,0_4,-3.4039376983408025,0.96584065599863,-2.1530511965422123,1,1
00829-QaLdnwvtxbs,207,box,53,5,0_3,-3.8812436626346805,0.9587344911172911,-2.0647282544000154,1,1
00829-QaLdnwvtxbs,208,artwork,13,5,0_4,-3.3303506344757197,1.728749919398826,-2.1902938845541877,1,1
00829-QaLdnwvtxbs,209,light,282,5,0_3,-3.3378592406553675,2.287085983220719,-1.706037980129153,1,1
00829-QaLdnwvtxbs,210,sprinkler,438,5,0_3,-3.3481839162061404,2.2796867694907683,-2.0851905054304627,1,1
00829-QaLdnwvtxbs,215,light,282,5,0_3,-5.478618703531985,2.2767383194939628,-1.6971321268420831,1,1
00829-QaLdnwvtxbs,216,sprinkler,438,5,0_3,-5.459723742345892,2.2800827091026776,-3.575303425523041,1,1
00829-QaLdnwvtxbs,221,self-closing mechanism,396,5,0_3,-6.073286013013832,2.1551067319975963,-5.141514996364847,1,1
00829-QaLdnwvtxbs,223,document,151,5,0_3,-5.953327734451006,1.4071889460003892,-5.2164443839864525,1,1
00829-QaLdnwvtxbs,224,mirror,302,5,0_3,-4.32644877213683,1.699261289114043,-4.583595670035536,1,1
00829-QaLdnwvtxbs,225,decoration,139,5,0_3,-4.390776022809719,1.443585557661267,-4.5270732647278455,1,1
00829-QaLdnwvtxbs,226,decoration,139,5,0_3,-4.4082442737128416,1.6658890507392439,-4.423288744473762,1,1
00829-QaLdnwvtxbs,227,light,282,5,0_3,-4.680098971929915,1.3567362534127674,-4.96163298763756,1,1
00829-QaLdnwvtxbs,228,table,464,5,0_3,-4.644445875039342,0.700050447714757,-4.499480344927757,1,1
00829-QaLdnwvtxbs,234,artwork,13,7,0_4,-3.344790491007279,1.558525349596292,-5.503207075068428,1,1
00829-QaLdnwvtxbs,235,light,282,7,0_4,-3.3115125374295924,2.2976378710649805,-5.083263507808339,1,1
00829-QaLdnwvtxbs,236,toilet paper,487,7,0_4,-3.0011384301351347,0.6930044218878972,-5.4801684224237714,1,1
00829-QaLdnwvtxbs,237,toilet,484,7,0_4,-2.7317532200378998,0.43955084452067017,-5.042788102688003,1,1
00829-QaLdnwvtxbs,238,kitchen utensil,272,7,0_4,-2.4513187863021995,0.19419034759774628,-5.50187254605285,1,1
00829-QaLdnwvtxbs,241,mirror,302,7,0_4,-2.3694276708651936,1.5643250819263457,-3.3694983013928606,1,1
00829-QaLdnwvtxbs,242,sink,420,7,0_4,-2.7348038249844664,0.8046138508354214,-3.395605484469377,1,1
00829-QaLdnwvtxbs,243,sink,420,7,0_4,-2.6343712275685256,0.7982407072398621,-3.3323097960538552,1,1
00829-QaLdnwvtxbs,244,faucet,181,7,0_4,-2.3979108972845022,0.8906501955183385,-3.2681453708848203,1,1
00829-QaLdnwvtxbs,245,soap,429,7,0_4,-2.455432314899344,0.8939016744610125,-3.757467607129521,1,1
00829-QaLdnwvtxbs,246,cosmetics,124,7,0_4,-2.519365276441379,0.9657172324376389,-2.778877094447017,1,1
00829-QaLdnwvtxbs,250,towel,493,7,0_4,-2.7255331495953667,1.1173381848193624,-2.6512156730607916,1,1
00829-QaLdnwvtxbs,251,towel bar,494,7,0_4,-2.4932024478912354,1.1621657609939575,-2.5889415740966797,0,1
