scene_id,method,class_id,class_label,object_id,predicted_room_id,rank,score
00829-QaLdnwvtxbs,hovsg,19,backsplash,0_4_67,0_4,2,0.25591717582709284
00829-QaLdnwvtxbs,hovsg,19,backsplash,0_4_81,0_4,3,0.2533555103066597
00829-QaLdnwvtxbs,hovsg,19,backsplash,0_4_10,0_4,4,0.24933637917391427
00829-QaLdnwvtxbs,hovsg,19,backsplash,0_2_144,0_2,5,0.2318356183049284
00829-QaLdnwvtxbs,hovsg,20,bag,0_2_92,0_2,1,0.2659163972459751
00829-QaLdnwvtxbs,hovsg,20,bag,0_2_147,0_2,2,0.26111857314465386
00829-QaLdnwvtxbs,hovsg,20,bag,0_2_30,0_2,3,0.25661678834743096
00829-QaLdnwvtxbs,hovsg,20,bag,0_2_66,0_2,4,0.2560833929421522
00829-QaLdnwvtxbs,hovsg,20,bag,0_3_35,0_3,5,0.25549182792790626
00829-QaLdnwvtxbs,hovsg,21,ball,0_3_46,0_3,1,0.22453642577237448
00829-QaLdnwvtxbs,hovsg,21,ball,0_3_11,0_3,2,0.2217582468948182
00829-QaLdnwvtxbs,hovsg,21,ball,0_3_101,0_3,3,0.2213552049097052
00829-QaLdnwvtxbs,hovsg,21,ball,0_3_272,0_3,4,0.2208140298956225
00829-QaLdnwvtxbs,hovsg,21,ball,0_3_73,0_3,5,0.21819233319635611
00829-QaLdnwvtxbs,hovsg,22,ball pool,0_3_101,0_3,1,0.2008540164857574
00829-QaLdnwvtxbs,hovsg,23,bar,0_3_123,0_3,1,0.24633681572002875
00829-QaLdnwvtxbs,hovsg,23,bar,0_3_344,0_3,2,0.2375335249534819
00829-QaLdnwvtxbs,hovsg,23,bar,0_3_182,0_3,3,0.23584723514866526
00829-QaLdnwvtxbs,hovsg,23,bar,0_3_145,0_3,4,0.23252395335570775
00829-QaLdnwvtxbs,hovsg,23,bar,0_3_203,0_3,5,0.232125314153037
00829-QaLdnwvtxbs,hovsg,24,barbecue,0_1_43,0_1,1,0.23468156775733642
00829-QaLdnwvtxbs,hovsg,24,barbecue,0_1_20,0_1,2,0.21675263347512494
00829-QaLdnwvtxbs,hovsg,24,barbecue,0_2_132,0_2,3,0.20445482728541753
00829-QaLdnwvtxbs,hovsg,24,barbecue,0_0_29,0_0,4,0.20372865002769341
00829-QaLdnwvtxbs,hovsg,24,barbecue,0_1_76,0_1,5,0.2034906966663233
00829-QaLdnwvtxbs,hovsg,25,barrel,0_2_79,0_2,1,0.2796268050044797
00829-QaLdnwvtxbs,hovsg,25,barrel,0_1_43,0_1,2,0.27442492704426846
00829-QaLdnwvtxbs,hovsg,25,barrel,0_2_169,0_2,3,0.27207664231464024
00829-QaLdnwvtxbs,hovsg,25,barrel,0_1_42,0_1,4,0.27188898489712754
00829-QaLdnwvtxbs,hovsg,25,barrel,0_2_161,0_2,5,0.2660176877788608
00829-QaLdnwvtxbs,hovsg,26,base,0_0_73,0_0,1,0.26598960100852587
00829-QaLdnwvtxbs,hovsg,26,base,0_1_27,0_1,2,0.26312890936570726
00829-QaLdnwvtxbs,hovsg,26,base,0_3_184,0_3,3,0.26112236670036926
00829-QaLdnwvtxbs,hovsg,26,base,0_1_36,0_1,4,0.26093653948597995
00829-QaLdnwvtxbs,hovsg,26,base,0_3_179,0_3,5,0.26018148635946026
00829-QaLdnwvtxbs,hovsg,27,baseball bat,0_2_163,0_2,1,0.25038342655798485
00829-QaLdnwvtxbs,hovsg,27,baseball bat,0_2_136,0_2,2,0.24798784972530685
00829-QaLdnwvtxbs,hovsg,27,baseball bat,0_1_20,0_1,3,0.24718356444746747
00829-QaLdnwvtxbs,hovsg,27,baseball bat,0_2_76,0_2,4,0.24390301518352378
00829-QaLdnwvtxbs,hovsg,27,baseball bat,0_2_100,0_2,5,0.24212958103523502
00829-QaLdnwvtxbs,hovsg,28,basket,0_2_79,0_2,1,0.2470534926566926
00829-QaLdnwvtxbs,hovsg,28,basket,0_3_354,0_3,2,0.24430933437565167
00829-QaLdnwvtxbs,hovsg,28,basket,0_3_101,0_3,3,0.24045113463910978
00829-QaLdnwvtxbs,hovsg,28,basket,0_3_145,0_3,4,0.2397460124938458
00829-QaLdnwvtxbs,hovsg,28,basket,0_2_94,0_2,5,0.23747755456625705
00829-QaLdnwvtxbs,hovsg,29,basketball hoop,0_2_71,0_2,1,0.21106512620486362
00829-QaLdnwvtxbs,hovsg,30,basketballs,0_3_101,0_3,1,0.21459226758535765
00829-QaLdnwvtxbs,hovsg,30,basketballs,0_3_73,0_3,2,0.20057031174153173
00829-QaLdnwvtxbs,hovsg,31,bathroom accessory,0_4_18,0_4,1,0.30599855242781054
00829-QaLdnwvtxbs,hovsg,31,bathroom accessory,0_2_70,0_2,2,0.2995717279466057
00829-QaLdnwvtxbs,hovsg,31,bathroom accessory,0_2_109,0_2,3,0.2991905187682664
00829-QaLdnwvtxbs,hovsg,31,bathroom accessory,0_4_31,0_4,4,0.29798988348869754
00829-QaLdnwvtxbs,hovsg,31,bathroom accessory,0_4_101,0_4,5,0.29524895277853236
00829-QaLdnwvtxbs,hovsg,32,bathtub,0_2_26,0_2,1,0.31517053987106647
00829-QaLdnwvtxbs,hovsg,32,bathtub,0_2_146,0_2,2,0.3070255334772345
00829-QaLdnwvtxbs,hovsg,32,bathtub,0_4_98,0_4,3,0.29804966291047996
00829-QaLdnwvtxbs,hovsg,32,bathtub,0_2_87,0_2,4,0.2656720593161973
00829-QaLdnwvtxbs,hovsg,32,bathtub,0_2_94,0_2,5,0.26557011076710413
00829-QaLdnwvtxbs,hovsg,33,bed,0_0_55,0_0,1,0.29583562910033245
00829-QaLdnwvtxbs,hovsg,33,bed,0_0_10,0_0,2,0.2934028612899269
00829-QaLdnwvtxbs,hovsg,33,bed,0_0_35,0_0,3,0.28839648418905633
00829-QaLdnwvtxbs,hovsg,33,bed,0_0_48,0_0,4,0.28589671148018625
00829-QaLdnwvtxbs,hovsg,33,bed,0_0_20,0_0,5,0.28558810776938204
00829-QaLdnwvtxbs,hovsg,34,bed ladder,0_0_75,0_0,1,0.2878984028613255
00829-QaLdnwvtxbs,hovsg,34,bed ladder,0_0_93,0_0,2,0.27476907392782873
00829-QaLdnwvtxbs,hovsg,34,bed ladder,0_1_53,0_1,3,0.2693397448528944
00829-QaLdnwvtxbs,hovsg,34,bed ladder,0_0_76,0_0,4,0.268728013199796
00829-QaLdnwvtxbs,hovsg,34,bed ladder,0_0_23,0_0,5,0.2672334292539377
00829-QaLdnwvtxbs,hovsg,35,beer crate,0_3_311,0_3,1,0.24626362943037283
00829-QaLdnwvtxbs,hovsg,35,beer crate,0_2_79,0_2,2,0.24498656754125397
00829-QaLdnwvtxbs,hovsg,35,beer crate,0_0_50,0_0,3,0.24234972412606204
00829-QaLdnwvtxbs,hovsg,36,bell,0_3_354,0_3,1,0.25834028603770753
00829-QaLdnwvtxbs,hovsg,36,bell,0_0_42,0_0,2,0.25449426650833984
00829-QaLdnwvtxbs,hovsg,36,bell,0_0_41,0_0,3,0.25239067763843814
00829-QaLdnwvtxbs,hovsg,36,bell,0_4_82,0_4,4,0.2507716437282169
00829-QaLdnwvtxbs,hovsg,36,bell,0_4_8,0_4,5,0.2477482989910149
00829-QaLdnwvtxbs,hovsg,37,belt,0_1_53,0_1,1,0.27313137417298283
00829-QaLdnwvtxbs,hovsg,37,belt,0_0_75,0_0,2,0.25801672054880787
00829-QaLdnwvtxbs,hovsg,37,belt,0_3_278,0_3,3,0.25786172823482345
00829-QaLdnwvtxbs,hovsg,37,belt,0_2_12,0_2,4,0.2559330002844967
00829-QaLdnwvtxbs,hovsg,37,belt,0_2_163,0_2,5,0.252349126453709
00829-QaLdnwvtxbs,hovsg,38,bench,0_3_93,0_3,1,0.28463198211975044
00829-QaLdnwvtxbs,hovsg,38,bench,0_3_25,0_3,2,0.2779967668827679
00829-QaLdnwvtxbs,hovsg,38,bench,0_3_116,0_3,3,0.2749256869702029
00829-QaLdnwvtxbs,hovsg,38,bench,0_3_56,0_3,4,0.2644081002772306
00829-QaLdnwvtxbs,hovsg,38,bench,0_3_317,0_3,5,0.2637339729855625
00829-QaLdnwvtxbs,hovsg,39,beverage dispenser,0_4_93,0_4,1,0.2432948915837267
00829-QaLdnwvtxbs,hovsg,39,beverage dispenser,0_3_145,0_3,2,0.24203660682919115
00829-QaLdnwvtxbs,hovsg,40,bicycle,0_3_177,0_3,1,0.20259466672409243
00829-QaLdnwvtxbs,hovsg,40,bicycle,0_4_89,0_4,2,0.20194634743777728
00829-QaLdnwvtxbs,hovsg,40,bicycle,0_1_20,0_1,3,0.20189776960971123
00829-QaLdnwvtxbs,hovsg,40,bicycle,0_1_21,0_1,4,0.20044841944688424
00829-QaLdnwvtxbs,hovsg,40,bicycle,0_2_87,0_2,5,0.1986766880662955
00829-QaLdnwvtxbs,hovsg,41,bicycle helmet,0_2_30,0_2,1,0.21177184684873793
00829-QaLdnwvtxbs,hovsg,41,bicycle helmet,0_2_79,0_2,2,0.20155951168585517
00829-QaLdnwvtxbs,hovsg,42,bin,0_0_50,0_0,1,0.27978792087403187
00829-QaLdnwvtxbs,hovsg,42,bin,0_3_145,0_3,2,0.2616032786563019
00829-QaLdnwvtxbs,hovsg,42,bin,0_3_311,0_3,3,0.25818208664993664
00829-QaLdnwvtxbs,hovsg,42,bin,0_3_158,0_3,4,0.25282603957540917
00829-QaLdnwvtxbs,hovsg,42,bin,0_3_317,0_3,5,0.2511324116574869
00829-QaLdnwvtxbs,hovsg,43,birdhouse,0_1_69,0_1,1,0.2259748104131928
00829-QaLdnwvtxbs,hovsg,43,birdhouse,0_2_79,0_2,2,0.22275013177717007
00829-QaLdnwvtxbs,hovsg,43,birdhouse,0_1_48,0_1,3,0.19450652726588402
00829-QaLdnwvtxbs,hovsg,43,birdhouse,0_3_101,0_3,4,0.18979209253945487
00829-QaLdnwvtxbs,hovsg,44,blanket,0_2_66,0_2,1,0.27492092823737935
00829-QaLdnwvtxbs,hovsg,44,blanket,0_2_89,0_2,2,0.26920859962173416
00829-QaLdnwvtxbs,hovsg,44,blanket,0_2_81,0_2,3,0.26741326270352456
00829-QaLdnwvtxbs,hovsg,44,blanket,0_2_92,0_2,4,0.2617715316595457
00829-QaLdnwvtxbs,hovsg,44,blanket,0_2_96,0_2,5,0.26042152187875023
00829-QaLdnwvtxbs,hovsg,45,board,0_3_215,0_3,1,0.25898473731811084
00829-QaLdnwvtxbs,hovsg,45,board,0_0_74,0_0,2,0.2580040267331203
00829-QaLdnwvtxbs,hovsg,45,board,0_3_123,0_3,3,0.2574555936387761
00829-QaLdnwvtxbs,hovsg,45,board,0_3_347,0_3,4,0.25565606702814125
00829-QaLdnwvtxbs,hovsg,45,board,0_3_266,0_3,5,0.2490170398283239
00829-QaLdnwvtxbs,hovsg,46,board game,0_3_267,0_3,1,0.21488233208078647
00829-QaLdnwvtxbs,hovsg,46,board game,0_3_128,0_3,2,0.212337198591803
00829-QaLdnwvtxbs,hovsg,46,board game,0_3_125,0_3,3,0.2081050881198508
00829-QaLdnwvtxbs,hovsg,46,board game,0_1_36,0_1,4,0.2071552197417182
00829-QaLdnwvtxbs,hovsg,46,board game,0_3_65,0_3,5,0.20479766226624002
00829-QaLdnwvtxbs,hovsg,47,board with keys,0_3_215,0_3,1,0.2563936233770232
00829-QaLdnwvtxbs,hovsg,47,board with keys,0_3_266,0_3,2,0.24200401404540242
00829-QaLdnwvtxbs,hovsg,47,board with keys,0_3_225,0_3,3,0.23560696757809235
00829-QaLdnwvtxbs,hovsg,48,book,0_1_31,0_1,1,0.29542614924018273
00829-QaLdnwvtxbs,hovsg,48,book,0_1_36,0_1,2,0.27210782485803076
00829-QaLdnwvtxbs,hovsg,48,book,0_0_91,0_0,3,0.2592579871433277
00829-QaLdnwvtxbs,hovsg,48,book,0_0_43,0_0,4,0.25609422529538384
00829-QaLdnwvtxbs,hovsg,48,book,0_3_278,0_3,5,0.255123170461886
00829-QaLdnwvtxbs,hovsg,49,bottle,0_0_75,0_0,1,0.2792102527845213
00829-QaLdnwvtxbs,hovsg,49,bottle,0_3_35,0_3,2,0.2751367444435274
00829-QaLdnwvtxbs,hovsg,49,bottle,0_0_24,0_0,3,0.26141103402136534
00829-QaLdnwvtxbs,hovsg,49,bottle,0_2_132,0_2,4,0.2610021526487492
00829-QaLdnwvtxbs,hovsg,49,bottle,0_3_184,0_3,5,0.26034751390893635
00829-QaLdnwvtxbs,hovsg,50,bottle dispenser,0_4_93,0_4,1,0.25521075990945985
00829-QaLdnwvtxbs,hovsg,50,bottle dispenser,0_0_24,0_0,2,0.24939979698421355
00829-QaLdnwvtxbs,hovsg,50,bottle dispenser,0_0_50,0_0,3,0.2258852327992419
00829-QaLdnwvtxbs,hovsg,50,bottle dispenser,0_2_72,0_2,4,0.21971811949765313
00829-QaLdnwvtxbs,hovsg,50,bottle dispenser,0_4_101,0_4,5,0.21801963794096646
00829-QaLdnwvtxbs,hovsg,51,bottle opener,0_2_162,0_2,1,0.2533426671677827
00829-QaLdnwvtxbs,hovsg,51,bottle opener,0_2_80,0_2,2,0.2483907602341185
00829-QaLdnwvtxbs,hovsg,51,bottle opener,0_4_93,0_4,3,0.24731503289625764
00829-QaLdnwvtxbs,hovsg,51,bottle opener,0_1_20,0_1,4,0.24634906568735232
00829-QaLdnwvtxbs,hovsg,51,bottle opener,0_2_132,0_2,5,0.24605303769406903
00829-QaLdnwvtxbs,hovsg,52,bowl,0_3_11,0_3,1,0.27109725836167875
00829-QaLdnwvtxbs,hovsg,52,bowl,0_3_101,0_3,2,0.26964646266959214
00829-QaLdnwvtxbs,hovsg,52,bowl,0_3_73,0_3,3,0.2606542633219172
00829-QaLdnwvtxbs,hovsg,52,bowl,0_3_358,0_3,4,0.2549709173683538
00829-QaLdnwvtxbs,hovsg,52,bowl,0_4_98,0_4,5,0.2548565068243388
00829-QaLdnwvtxbs,hovsg,53,box,0_3_311,0_3,1,0.287962914931145
00829-QaLdnwvtxbs,hovsg,53,box,0_3_158,0_3,2,0.2790146876758103
00829-QaLdnwvtxbs,hovsg,53,box,0_3_125,0_3,3,0.2786095848411922
00829-QaLdnwvtxbs,hovsg,53,box,0_3_317,0_3,4,0.2773301764846732
00829-QaLdnwvtxbs,hovsg,53,box,0_3_182,0_3,5,0.2740503880449452
00829-QaLdnwvtxbs,hovsg,54,boxing ring,0_2_79,0_2,1,0.19735807612629658
00829-QaLdnwvtxbs,hovsg,55,bread,0_3_29,0_3,1,0.30048718128294566
00829-QaLdnwvtxbs,hovsg,55,bread,0_3_179,0_3,2,0.29011388035542224
00829-QaLdnwvtxbs,hovsg,55,bread,0_3_101,0_3,3,0.2712281160071531
00829-QaLdnwvtxbs,hovsg,55,bread,0_3_11,0_3,4,0.27025521987172907
00829-QaLdnwvtxbs,hovsg,55,bread,0_3_184,0_3,5,0.26567970638037847
00829-QaLdnwvtxbs,hovsg,56,bread box,0_3_311,0_3,1,0.2596453406087992
00829-QaLdnwvtxbs,hovsg,56,bread box,0_2_79,0_2,2,0.25945581275369073
00829-QaLdnwvtxbs,hovsg,56,bread box,0_3_158,0_3,3,0.259127911308703
00829-QaLdnwvtxbs,hovsg,56,bread box,0_3_29,0_3,4,0.25520676044496454
00829-QaLdnwvtxbs,hovsg,56,bread box,0_4_97,0_4,5,0.25164424669931973
00829-QaLdnwvtxbs,hovsg,57,bricks,0_1_43,0_1,1,0.27807934924147504
00829-QaLdnwvtxbs,hovsg,57,bricks,0_4_22,0_4,2,0.26223810089700156
00829-QaLdnwvtxbs,hovsg,57,bricks,0_3_184,0_3,3,0.2595147003591982
00829-QaLdnwvtxbs,hovsg,57,bricks,0_1_95,0_1,4,0.25435633534003854
00829-QaLdnwvtxbs,hovsg,57,bricks,0_3_354,0_3,5,0.24791899282621488
00829-QaLdnwvtxbs,hovsg,58,bridge,0_4_96,0_4,1,0.24212963098115053
00829-QaLdnwvtxbs,hovsg,58,bridge,0_3_270,0_3,2,0.23738223268670072
00829-QaLdnwvtxbs,hovsg,58,bridge,0_3_214,0_3,3,0.22244921734655343
00829-QaLdnwvtxbs,hovsg,58,bridge,0_3_219,0_3,4,0.22183066545520236
00829-QaLdnwvtxbs,hovsg,59,broom,0_2_41,0_2,1,0.26051930674152857
00829-QaLdnwvtxbs,hovsg,59,broom,0_3_147,0_3,2,0.2569150768622915
00829-QaLdnwvtxbs,hovsg,59,broom,0_2_169,0_2,3,0.2546331330492351
00829-QaLdnwvtxbs,hovsg,59,broom,0_1_79,0_1,4,0.25433871177245104
00829-QaLdnwvtxbs,hovsg,59,broom,0_0_90,0_0,5,0.25322816210215726
00829-QaLdnwvtxbs,hovsg,60,brush,0_3_177,0_3,1,0.27292929062410687
00829-QaLdnwvtxbs,hovsg,60,brush,0_3_323,0_3,2,0.2699380293956216
00829-QaLdnwvtxbs,hovsg,60,brush,0_3_354,0_3,3,0.26267246604748906
00829-QaLdnwvtxbs,hovsg,60,brush,0_2_173,0_2,4,0.26152532647049137
00829-QaLdnwvtxbs,hovsg,60,brush,0_3_13,0_3,5,0.2606664345233738
00829-QaLdnwvtxbs,hovsg,61,bucket,0_2_79,0_2,1,0.2645939726218579
00829-QaLdnwvtxbs,hovsg,61,bucket,0_3_35,0_3,2,0.2551799268008749
00829-QaLdnwvtxbs,hovsg,61,bucket,0_4_98,0_4,3,0.2542051914930679
00829-QaLdnwvtxbs,hovsg,61,bucket,0_4_82,0_4,4,0.25236148299130623
00829-QaLdnwvtxbs,hovsg,61,bucket,0_0_50,0_0,5,0.24821427593379797
00829-QaLdnwvtxbs,hovsg,62,buffet,0_0_29,0_0,1,0.2475013716068042
00829-QaLdnwvtxbs,hovsg,62,buffet,0_3_93,0_3,2,0.24446076361369737
00829-QaLdnwvtxbs,hovsg,62,buffet,0_3_277,0_3,3,0.23946088202183607
00829-QaLdnwvtxbs,hovsg,62,buffet,0_3_65,0_3,4,0.2306794716292598
00829-QaLdnwvtxbs,hovsg,62,buffet,0_3_101,0_3,5,0.2241213246598277
00829-QaLdnwvtxbs,hovsg,63,button,0_3_351,0_3,1,0.26807784825337383
00829-QaLdnwvtxbs,hovsg,63,button,0_0_25,0_0,2,0.2661850918751899
00829-QaLdnwvtxbs,hovsg,63,button,0_4_82,0_4,3,0.2526334338926233
00829-QaLdnwvtxbs,hovsg,63,button,0_2_86,0_2,4,0.2518573822621149
00829-QaLdnwvtxbs,hovsg,63,button,0_3_354,0_3,5,0.2497028009223442
00829-QaLdnwvtxbs,hovsg,64,cabinet,0_3_311,0_3,1,0.30302183293399204
00829-QaLdnwvtxbs,hovsg,64,cabinet,0_3_186,0_3,2,0.30264644191206586
00829-QaLdnwvtxbs,hovsg,64,cabinet,0_3_182,0_3,3,0.30159005232277647
00829-QaLdnwvtxbs,hovsg,64,cabinet,0_3_130,0_3,4,0.2971662817052045
00829-QaLdnwvtxbs,hovsg,64,cabinet,0_3_158,0_3,5,0.2946023117669202
00829-QaLdnwvtxbs,hovsg,65,cable,0_2_87,0_2,1,0.26070537906127333
00829-QaLdnwvtxbs,hovsg,65,cable,0_1_32,0_1,2,0.25429854865053075
00829-QaLdnwvtxbs,hovsg,65,cable,0_1_76,0_1,3,0.25149798726325606
00829-QaLdnwvtxbs,hovsg,65,cable,0_3_171,0_3,4,0.24533625629802666
00829-QaLdnwvtxbs,hovsg,65,cable,0_3_183,0_3,5,0.2449347890276622
00829-QaLdnwvtxbs,hovsg,66,cage,0_3_219,0_3,1,0.25725849786982924
